prompt,pruning_level,retrieved_concept,retrieved_img_path,correct,top1_similarity
American Alligator,0.325,Bullfrog,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/bullfrog_n01641577_n01641577_125.JPEG,False,0.2503344714641571
Bullfrog,0.325,Bullfrog,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/bullfrog_n01641577_n01641577_148.JPEG,True,0.2422029972076416
Goldfish,0.325,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_177.JPEG,True,0.2452942430973053
Monarch Butterfly,0.325,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_209.JPEG,True,0.2765817940235138
Lemon,0.325,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_13.JPEG,True,0.2480611652135849
Banana,0.325,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_125.JPEG,True,0.2530617415904999
German Shepherd,0.35,German Shepherd,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/dog_n02106662_n02106662_100.JPEG,True,0.2374725639820099
Tabby Cat,0.35,Tabby Cat,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/cat_n02123045_n02123045_125.JPEG,True,0.22337479889392853
Chimpanzee,0.35,Chimpanzee,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/chimpanzee_n02481823_n02481823_107.JPEG,True,0.2515951991081238
King Penguin,0.35,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_277.JPEG,True,0.25572019815444946
American Alligator,0.35,Bullfrog,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/bullfrog_n01641577_n01641577_125.JPEG,False,0.2225220501422882
Bullfrog,0.35,Bullfrog,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/bullfrog_n01641577_n01641577_148.JPEG,True,0.2284390926361084
Goldfish,0.35,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_177.JPEG,True,0.22922064363956451
Monarch Butterfly,0.35,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_265.JPEG,True,0.2665424644947052
Lemon,0.35,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_124.JPEG,True,0.22750705480575562
Banana,0.35,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_125.JPEG,True,0.23397621512413025
German Shepherd,0.375,German Shepherd,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/dog_n02106662_n02106662_11.JPEG,True,0.22274312376976013
Tabby Cat,0.375,Tabby Cat,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/cat_n02123045_n02123045_142.JPEG,True,0.2211969643831253
Chimpanzee,0.375,Chimpanzee,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/chimpanzee_n02481823_n02481823_107.JPEG,True,0.23246219754219055
King Penguin,0.375,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_101.JPEG,True,0.23488889634609222
American Alligator,0.375,Bullfrog,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/bullfrog_n01641577_n01641577_125.JPEG,False,0.21019169688224792
Bullfrog,0.375,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_180.JPEG,False,0.22362789511680603
Goldfish,0.375,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_177.JPEG,True,0.1975768804550171
Monarch Butterfly,0.375,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_265.JPEG,True,0.24805839359760284
Lemon,0.375,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_124.JPEG,True,0.2068369835615158
Banana,0.375,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_187.JPEG,True,0.20872762799263
German Shepherd,0.4,German Shepherd,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/dog_n02106662_n02106662_11.JPEG,True,0.21609511971473694
Tabby Cat,0.4,Tabby Cat,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/cat_n02123045_n02123045_142.JPEG,True,0.19897420704364777
Chimpanzee,0.4,Chimpanzee,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/chimpanzee_n02481823_n02481823_107.JPEG,True,0.19728462398052216
King Penguin,0.4,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_101.JPEG,True,0.21474608778953552
American Alligator,0.4,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_113.JPEG,False,0.1894984245300293
Bullfrog,0.4,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_180.JPEG,False,0.20706342160701752
Goldfish,0.4,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_179.JPEG,True,0.183637797832489
Monarch Butterfly,0.4,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_265.JPEG,True,0.2252877950668335
Lemon,0.4,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_124.JPEG,True,0.2021935135126114
Banana,0.4,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_187.JPEG,True,0.17708344757556915
German Shepherd,0.425,German Shepherd,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/dog_n02106662_n02106662_153.JPEG,True,0.1897241175174713
Tabby Cat,0.425,German Shepherd,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/dog_n02106662_n02106662_141.JPEG,False,0.17528106272220612
Chimpanzee,0.425,Chimpanzee,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/chimpanzee_n02481823_n02481823_147.JPEG,True,0.15042635798454285
King Penguin,0.425,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_101.JPEG,True,0.17872527241706848
American Alligator,0.425,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_179.JPEG,False,0.18693807721138
Bullfrog,0.425,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_179.JPEG,False,0.18581247329711914
Goldfish,0.425,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_179.JPEG,True,0.1646239310503006
Monarch Butterfly,0.425,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_122.JPEG,True,0.17872904241085052
Lemon,0.425,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_139.JPEG,True,0.1824416220188141
Banana,0.425,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_161.JPEG,False,0.1528477966785431
German Shepherd,0.45,German Shepherd,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/dog_n02106662_n02106662_164.JPEG,True,0.12674373388290405
Tabby Cat,0.45,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_277.JPEG,False,0.15214258432388306
Chimpanzee,0.45,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_21.JPEG,False,0.11518729478120804
King Penguin,0.45,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_277.JPEG,True,0.12979796528816223
American Alligator,0.45,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_179.JPEG,False,0.1512840837240219
Bullfrog,0.45,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_101.JPEG,False,0.14497143030166626
Goldfish,0.45,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_11.JPEG,False,0.1285834014415741
Monarch Butterfly,0.45,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.13033190369606018
Lemon,0.45,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_188.JPEG,True,0.13815391063690186
Banana,0.45,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_153.JPEG,False,0.10442601889371872
German Shepherd,0.475,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_186.JPEG,False,0.11538941413164139
Tabby Cat,0.475,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_179.JPEG,False,0.1493922770023346
Chimpanzee,0.475,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_11.JPEG,False,0.11339087039232254
King Penguin,0.475,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_277.JPEG,True,0.11459554731845856
American Alligator,0.475,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.1379745602607727
Bullfrog,0.475,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_101.JPEG,False,0.12222185730934143
Goldfish,0.475,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_11.JPEG,False,0.11622542142868042
Monarch Butterfly,0.475,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_170.JPEG,False,0.12524330615997314
Lemon,0.475,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_16.JPEG,False,0.10857042670249939
Banana,0.475,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_11.JPEG,False,0.09406524151563644
German Shepherd,0.5,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.094940684735775
Tabby Cat,0.5,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_260.JPEG,False,0.1114824116230011
Chimpanzee,0.5,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_11.JPEG,False,0.0924307107925415
King Penguin,0.5,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_21.JPEG,False,0.10106685757637024
American Alligator,0.5,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_152.JPEG,False,0.11246589571237564
Bullfrog,0.5,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_124.JPEG,False,0.10611754655838013
Goldfish,0.5,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_11.JPEG,False,0.09356910735368729
Monarch Butterfly,0.5,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_130.JPEG,True,0.10797834396362305
Lemon,0.5,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_130.JPEG,False,0.09162312000989914
Banana,0.5,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_130.JPEG,False,0.08693758398294449
German Shepherd,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_124.JPEG,False,0.08530541509389877
Tabby Cat,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,False,0.093897245824337
Chimpanzee,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,False,0.08566376566886902
King Penguin,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,False,0.09411008656024933
American Alligator,0.525,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_120.JPEG,False,0.10206005722284317
Bullfrog,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_124.JPEG,False,0.09519282728433609
Goldfish,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,False,0.0891185775399208
Monarch Butterfly,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,True,0.09929989278316498
Lemon,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,False,0.08846800774335861
Banana,0.525,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_220.JPEG,False,0.08851820230484009
German Shepherd,0.55,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_140.JPEG,False,0.07031533122062683
Tabby Cat,0.55,American Alligator,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/american_alligator_n01698640_n01698640_139.JPEG,False,0.0732414498925209
Chimpanzee,0.55,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_238.JPEG,False,0.0703304186463356
King Penguin,0.55,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_106.JPEG,False,0.07116371393203735
American Alligator,0.55,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_238.JPEG,False,0.07997667789459229
Bullfrog,0.55,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_106.JPEG,False,0.07290224730968475
Goldfish,0.55,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_238.JPEG,False,0.06773155182600021
Monarch Butterfly,0.55,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_238.JPEG,False,0.07631462812423706
Lemon,0.55,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_238.JPEG,False,0.07025638222694397
Banana,0.55,King Penguin,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/king_penguin_n02056570_n02056570_238.JPEG,False,0.06993653625249863
German Shepherd,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.07273469865322113
Tabby Cat,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.07506053894758224
Chimpanzee,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.07329568266868591
King Penguin,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.07517003268003464
American Alligator,0.575,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_175.JPEG,False,0.07428497821092606
Bullfrog,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.07110313326120377
Goldfish,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.06733357161283493
Monarch Butterfly,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,True,0.07504358887672424
Lemon,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.06818121671676636
Banana,0.575,Monarch Butterfly,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/monarch_butterfly_n02279972_n02279972_192.JPEG,False,0.07042568922042847
German Shepherd,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.05520804971456528
Tabby Cat,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.055931467562913895
Chimpanzee,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.05683620646595955
King Penguin,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.05600224435329437
American Alligator,0.6,Banana,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/banana_n07753592_n07753592_105.JPEG,False,0.0567302443087101
Bullfrog,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.054055243730545044
Goldfish,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,True,0.05150895565748215
Monarch Butterfly,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.05499134212732315
Lemon,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.05183432623744011
Banana,0.6,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_120.JPEG,False,0.05295675992965698
German Shepherd,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.05628744512796402
Tabby Cat,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.0567050538957119
Chimpanzee,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.05813630670309067
King Penguin,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.0580756738781929
American Alligator,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.05900193005800247
Bullfrog,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.05559049919247627
Goldfish,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.05659331753849983
Monarch Butterfly,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.057580530643463135
Lemon,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,True,0.056792840361595154
Banana,0.625,Lemon,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/lemon_n07749582_n07749582_134.JPEG,False,0.05611138045787811
German Shepherd,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_258.JPEG,False,0.05223563313484192
Tabby Cat,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_258.JPEG,False,0.05279305577278137
Chimpanzee,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_258.JPEG,False,0.053334370255470276
King Penguin,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_258.JPEG,False,0.053488586097955704
American Alligator,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_239.JPEG,False,0.05515141785144806
Bullfrog,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_239.JPEG,False,0.051614463329315186
Goldfish,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_258.JPEG,True,0.05433143675327301
Monarch Butterfly,0.65,Goldfish,/home/vmuser/Music/research_project/semantic-dementia-clip-updated/Clip-SD/semantic-dementia-clip-main/data/images/goldfish_n01443537_n01443537_258.JPEG,False,0.05409915745258331
