filename,filepath,wnid,domain,superordinate,coordinate,specific,typicality,prompt_text
standard_poodle_n02113799_n02113799_185.JPEG,data/images/standard_poodle_n02113799_n02113799_185.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_18.JPEG,data/images/standard_poodle_n02113799_n02113799_18.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_226.JPEG,data/images/standard_poodle_n02113799_n02113799_226.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_225.JPEG,data/images/standard_poodle_n02113799_n02113799_225.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_176.JPEG,data/images/standard_poodle_n02113799_n02113799_176.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_137.JPEG,data/images/standard_poodle_n02113799_n02113799_137.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_194.JPEG,data/images/standard_poodle_n02113799_n02113799_194.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_202.JPEG,data/images/standard_poodle_n02113799_n02113799_202.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_144.JPEG,data/images/standard_poodle_n02113799_n02113799_144.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_184.JPEG,data/images/standard_poodle_n02113799_n02113799_184.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_269.JPEG,data/images/standard_poodle_n02113799_n02113799_269.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_273.JPEG,data/images/standard_poodle_n02113799_n02113799_273.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_113.JPEG,data/images/standard_poodle_n02113799_n02113799_113.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_242.JPEG,data/images/standard_poodle_n02113799_n02113799_242.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_103.JPEG,data/images/standard_poodle_n02113799_n02113799_103.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_193.JPEG,data/images/standard_poodle_n02113799_n02113799_193.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_265.JPEG,data/images/standard_poodle_n02113799_n02113799_265.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_122.JPEG,data/images/standard_poodle_n02113799_n02113799_122.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_146.JPEG,data/images/standard_poodle_n02113799_n02113799_146.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_240.JPEG,data/images/standard_poodle_n02113799_n02113799_240.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_107.JPEG,data/images/standard_poodle_n02113799_n02113799_107.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_171.JPEG,data/images/standard_poodle_n02113799_n02113799_171.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_12.JPEG,data/images/standard_poodle_n02113799_n02113799_12.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_245.JPEG,data/images/standard_poodle_n02113799_n02113799_245.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_167.JPEG,data/images/standard_poodle_n02113799_n02113799_167.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_190.JPEG,data/images/standard_poodle_n02113799_n02113799_190.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_243.JPEG,data/images/standard_poodle_n02113799_n02113799_243.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_169.JPEG,data/images/standard_poodle_n02113799_n02113799_169.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_216.JPEG,data/images/standard_poodle_n02113799_n02113799_216.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_154.JPEG,data/images/standard_poodle_n02113799_n02113799_154.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_255.JPEG,data/images/standard_poodle_n02113799_n02113799_255.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_126.JPEG,data/images/standard_poodle_n02113799_n02113799_126.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_147.JPEG,data/images/standard_poodle_n02113799_n02113799_147.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_230.JPEG,data/images/standard_poodle_n02113799_n02113799_230.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_275.JPEG,data/images/standard_poodle_n02113799_n02113799_275.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_1.JPEG,data/images/standard_poodle_n02113799_n02113799_1.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_237.JPEG,data/images/standard_poodle_n02113799_n02113799_237.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_277.JPEG,data/images/standard_poodle_n02113799_n02113799_277.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_127.JPEG,data/images/standard_poodle_n02113799_n02113799_127.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_222.JPEG,data/images/standard_poodle_n02113799_n02113799_222.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_141.JPEG,data/images/standard_poodle_n02113799_n02113799_141.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_183.JPEG,data/images/standard_poodle_n02113799_n02113799_183.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_16.JPEG,data/images/standard_poodle_n02113799_n02113799_16.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_196.JPEG,data/images/standard_poodle_n02113799_n02113799_196.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_221.JPEG,data/images/standard_poodle_n02113799_n02113799_221.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_112.JPEG,data/images/standard_poodle_n02113799_n02113799_112.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_233.JPEG,data/images/standard_poodle_n02113799_n02113799_233.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_0.JPEG,data/images/standard_poodle_n02113799_n02113799_0.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_23.JPEG,data/images/standard_poodle_n02113799_n02113799_23.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_232.JPEG,data/images/standard_poodle_n02113799_n02113799_232.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_181.JPEG,data/images/standard_poodle_n02113799_n02113799_181.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_223.JPEG,data/images/standard_poodle_n02113799_n02113799_223.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_198.JPEG,data/images/standard_poodle_n02113799_n02113799_198.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_2.JPEG,data/images/standard_poodle_n02113799_n02113799_2.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_19.JPEG,data/images/standard_poodle_n02113799_n02113799_19.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_271.JPEG,data/images/standard_poodle_n02113799_n02113799_271.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_140.JPEG,data/images/standard_poodle_n02113799_n02113799_140.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_218.JPEG,data/images/standard_poodle_n02113799_n02113799_218.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_165.JPEG,data/images/standard_poodle_n02113799_n02113799_165.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_11.JPEG,data/images/standard_poodle_n02113799_n02113799_11.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_114.JPEG,data/images/standard_poodle_n02113799_n02113799_114.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_130.JPEG,data/images/standard_poodle_n02113799_n02113799_130.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_234.JPEG,data/images/standard_poodle_n02113799_n02113799_234.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_101.JPEG,data/images/standard_poodle_n02113799_n02113799_101.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_224.JPEG,data/images/standard_poodle_n02113799_n02113799_224.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_27.JPEG,data/images/standard_poodle_n02113799_n02113799_27.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_121.JPEG,data/images/standard_poodle_n02113799_n02113799_121.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_209.JPEG,data/images/standard_poodle_n02113799_n02113799_209.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_270.JPEG,data/images/standard_poodle_n02113799_n02113799_270.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_179.JPEG,data/images/standard_poodle_n02113799_n02113799_179.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_261.JPEG,data/images/standard_poodle_n02113799_n02113799_261.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_118.JPEG,data/images/standard_poodle_n02113799_n02113799_118.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_119.JPEG,data/images/standard_poodle_n02113799_n02113799_119.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_263.JPEG,data/images/standard_poodle_n02113799_n02113799_263.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_109.JPEG,data/images/standard_poodle_n02113799_n02113799_109.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_246.JPEG,data/images/standard_poodle_n02113799_n02113799_246.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_203.JPEG,data/images/standard_poodle_n02113799_n02113799_203.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_125.JPEG,data/images/standard_poodle_n02113799_n02113799_125.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_138.JPEG,data/images/standard_poodle_n02113799_n02113799_138.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_213.JPEG,data/images/standard_poodle_n02113799_n02113799_213.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_278.JPEG,data/images/standard_poodle_n02113799_n02113799_278.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_272.JPEG,data/images/standard_poodle_n02113799_n02113799_272.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_155.JPEG,data/images/standard_poodle_n02113799_n02113799_155.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_21.JPEG,data/images/standard_poodle_n02113799_n02113799_21.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_159.JPEG,data/images/standard_poodle_n02113799_n02113799_159.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_205.JPEG,data/images/standard_poodle_n02113799_n02113799_205.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_131.JPEG,data/images/standard_poodle_n02113799_n02113799_131.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_220.JPEG,data/images/standard_poodle_n02113799_n02113799_220.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_188.JPEG,data/images/standard_poodle_n02113799_n02113799_188.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_250.JPEG,data/images/standard_poodle_n02113799_n02113799_250.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_227.JPEG,data/images/standard_poodle_n02113799_n02113799_227.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_115.JPEG,data/images/standard_poodle_n02113799_n02113799_115.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_163.JPEG,data/images/standard_poodle_n02113799_n02113799_163.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_252.JPEG,data/images/standard_poodle_n02113799_n02113799_252.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_180.JPEG,data/images/standard_poodle_n02113799_n02113799_180.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_172.JPEG,data/images/standard_poodle_n02113799_n02113799_172.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_153.JPEG,data/images/standard_poodle_n02113799_n02113799_153.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_123.JPEG,data/images/standard_poodle_n02113799_n02113799_123.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_229.JPEG,data/images/standard_poodle_n02113799_n02113799_229.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_249.JPEG,data/images/standard_poodle_n02113799_n02113799_249.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_219.JPEG,data/images/standard_poodle_n02113799_n02113799_219.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_26.JPEG,data/images/standard_poodle_n02113799_n02113799_26.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_111.JPEG,data/images/standard_poodle_n02113799_n02113799_111.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_186.JPEG,data/images/standard_poodle_n02113799_n02113799_186.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_110.JPEG,data/images/standard_poodle_n02113799_n02113799_110.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_22.JPEG,data/images/standard_poodle_n02113799_n02113799_22.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_266.JPEG,data/images/standard_poodle_n02113799_n02113799_266.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_259.JPEG,data/images/standard_poodle_n02113799_n02113799_259.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_129.JPEG,data/images/standard_poodle_n02113799_n02113799_129.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_239.JPEG,data/images/standard_poodle_n02113799_n02113799_239.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_248.JPEG,data/images/standard_poodle_n02113799_n02113799_248.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_256.JPEG,data/images/standard_poodle_n02113799_n02113799_256.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_253.JPEG,data/images/standard_poodle_n02113799_n02113799_253.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_262.JPEG,data/images/standard_poodle_n02113799_n02113799_262.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_139.JPEG,data/images/standard_poodle_n02113799_n02113799_139.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_160.JPEG,data/images/standard_poodle_n02113799_n02113799_160.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_191.JPEG,data/images/standard_poodle_n02113799_n02113799_191.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_197.JPEG,data/images/standard_poodle_n02113799_n02113799_197.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_199.JPEG,data/images/standard_poodle_n02113799_n02113799_199.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_120.JPEG,data/images/standard_poodle_n02113799_n02113799_120.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_25.JPEG,data/images/standard_poodle_n02113799_n02113799_25.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_201.JPEG,data/images/standard_poodle_n02113799_n02113799_201.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_254.JPEG,data/images/standard_poodle_n02113799_n02113799_254.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_258.JPEG,data/images/standard_poodle_n02113799_n02113799_258.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_241.JPEG,data/images/standard_poodle_n02113799_n02113799_241.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_267.JPEG,data/images/standard_poodle_n02113799_n02113799_267.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_128.JPEG,data/images/standard_poodle_n02113799_n02113799_128.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_148.JPEG,data/images/standard_poodle_n02113799_n02113799_148.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_247.JPEG,data/images/standard_poodle_n02113799_n02113799_247.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_170.JPEG,data/images/standard_poodle_n02113799_n02113799_170.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_150.JPEG,data/images/standard_poodle_n02113799_n02113799_150.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
standard_poodle_n02113799_n02113799_152.JPEG,data/images/standard_poodle_n02113799_n02113799_152.JPEG,n02113799,Living,Animals,Domestic Dogs,Standard Poodle,Atypical,standard_poodle
yorkshire_terrier_n02094433_n02094433_199.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_199.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_149.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_149.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_272.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_272.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_184.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_184.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_276.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_276.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_215.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_215.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_205.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_205.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_150.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_150.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_148.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_148.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_118.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_118.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_211.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_211.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_18.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_18.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_261.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_261.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_214.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_214.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_131.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_131.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
yorkshire_terrier_n02094433_n02094433_129.JPEG,data/images/yorkshire_terrier_n02094433_n02094433_129.JPEG,n02094433,Living,Animals,Domestic Dogs,Yorkshire Terrier,Atypical,yorkshire_terrier
