filename,filepath,wnid,domain,superordinate,coordinate,specific,prompt_text,matrix_index,typicality
dog_n02106662_n02106662_178.JPEG,data/images/dog_n02106662_n02106662_178.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,188,Typical
dog_n02106662_n02106662_179.JPEG,data/images/dog_n02106662_n02106662_179.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,189,Typical
dog_n02106662_n02106662_18.JPEG,data/images/dog_n02106662_n02106662_18.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,190,Typical
dog_n02106662_n02106662_180.JPEG,data/images/dog_n02106662_n02106662_180.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,191,Typical
dog_n02106662_n02106662_181.JPEG,data/images/dog_n02106662_n02106662_181.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,192,Typical
dog_n02106662_n02106662_182.JPEG,data/images/dog_n02106662_n02106662_182.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,193,Typical
dog_n02106662_n02106662_183.JPEG,data/images/dog_n02106662_n02106662_183.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,194,Typical
dog_n02106662_n02106662_184.JPEG,data/images/dog_n02106662_n02106662_184.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,195,Typical
dog_n02106662_n02106662_185.JPEG,data/images/dog_n02106662_n02106662_185.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,196,Typical
dog_n02106662_n02106662_186.JPEG,data/images/dog_n02106662_n02106662_186.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,197,Typical
dog_n02106662_n02106662_187.JPEG,data/images/dog_n02106662_n02106662_187.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,198,Typical
dog_n02106662_n02106662_188.JPEG,data/images/dog_n02106662_n02106662_188.JPEG,n02106662,Living,Animals,Mammals,Dog,dog,199,Typical
bullfrog_n01641577_n01641577_0.JPEG,data/images/bullfrog_n01641577_n01641577_0.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,200,Typical
bullfrog_n01641577_n01641577_1.JPEG,data/images/bullfrog_n01641577_n01641577_1.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,201,Typical
bullfrog_n01641577_n01641577_10.JPEG,data/images/bullfrog_n01641577_n01641577_10.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,202,Typical
bullfrog_n01641577_n01641577_100.JPEG,data/images/bullfrog_n01641577_n01641577_100.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,203,Typical
bullfrog_n01641577_n01641577_101.JPEG,data/images/bullfrog_n01641577_n01641577_101.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,204,Typical
bullfrog_n01641577_n01641577_102.JPEG,data/images/bullfrog_n01641577_n01641577_102.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,205,Typical
bullfrog_n01641577_n01641577_103.JPEG,data/images/bullfrog_n01641577_n01641577_103.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,206,Typical
bullfrog_n01641577_n01641577_104.JPEG,data/images/bullfrog_n01641577_n01641577_104.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,207,Typical
bullfrog_n01641577_n01641577_105.JPEG,data/images/bullfrog_n01641577_n01641577_105.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,208,Typical
bullfrog_n01641577_n01641577_106.JPEG,data/images/bullfrog_n01641577_n01641577_106.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,209,Typical
bullfrog_n01641577_n01641577_107.JPEG,data/images/bullfrog_n01641577_n01641577_107.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,210,Typical
bullfrog_n01641577_n01641577_108.JPEG,data/images/bullfrog_n01641577_n01641577_108.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,211,Typical
bullfrog_n01641577_n01641577_109.JPEG,data/images/bullfrog_n01641577_n01641577_109.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,212,Typical
bullfrog_n01641577_n01641577_11.JPEG,data/images/bullfrog_n01641577_n01641577_11.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,213,Typical
bullfrog_n01641577_n01641577_110.JPEG,data/images/bullfrog_n01641577_n01641577_110.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,214,Typical
bullfrog_n01641577_n01641577_111.JPEG,data/images/bullfrog_n01641577_n01641577_111.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,215,Typical
bullfrog_n01641577_n01641577_112.JPEG,data/images/bullfrog_n01641577_n01641577_112.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,216,Typical
bullfrog_n01641577_n01641577_113.JPEG,data/images/bullfrog_n01641577_n01641577_113.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,217,Typical
bullfrog_n01641577_n01641577_114.JPEG,data/images/bullfrog_n01641577_n01641577_114.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,218,Typical
bullfrog_n01641577_n01641577_115.JPEG,data/images/bullfrog_n01641577_n01641577_115.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,219,Typical
bullfrog_n01641577_n01641577_116.JPEG,data/images/bullfrog_n01641577_n01641577_116.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,220,Typical
bullfrog_n01641577_n01641577_117.JPEG,data/images/bullfrog_n01641577_n01641577_117.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,221,Typical
bullfrog_n01641577_n01641577_118.JPEG,data/images/bullfrog_n01641577_n01641577_118.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,222,Typical
bullfrog_n01641577_n01641577_119.JPEG,data/images/bullfrog_n01641577_n01641577_119.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,223,Typical
bullfrog_n01641577_n01641577_12.JPEG,data/images/bullfrog_n01641577_n01641577_12.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,224,Typical
bullfrog_n01641577_n01641577_120.JPEG,data/images/bullfrog_n01641577_n01641577_120.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,225,Typical
bullfrog_n01641577_n01641577_121.JPEG,data/images/bullfrog_n01641577_n01641577_121.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,226,Typical
bullfrog_n01641577_n01641577_122.JPEG,data/images/bullfrog_n01641577_n01641577_122.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,227,Typical
bullfrog_n01641577_n01641577_123.JPEG,data/images/bullfrog_n01641577_n01641577_123.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,228,Typical
bullfrog_n01641577_n01641577_124.JPEG,data/images/bullfrog_n01641577_n01641577_124.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,229,Typical
bullfrog_n01641577_n01641577_125.JPEG,data/images/bullfrog_n01641577_n01641577_125.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,230,Typical
bullfrog_n01641577_n01641577_126.JPEG,data/images/bullfrog_n01641577_n01641577_126.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,231,Typical
bullfrog_n01641577_n01641577_127.JPEG,data/images/bullfrog_n01641577_n01641577_127.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,232,Typical
bullfrog_n01641577_n01641577_128.JPEG,data/images/bullfrog_n01641577_n01641577_128.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,233,Typical
bullfrog_n01641577_n01641577_129.JPEG,data/images/bullfrog_n01641577_n01641577_129.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,234,Typical
bullfrog_n01641577_n01641577_13.JPEG,data/images/bullfrog_n01641577_n01641577_13.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,235,Typical
bullfrog_n01641577_n01641577_130.JPEG,data/images/bullfrog_n01641577_n01641577_130.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,236,Typical
bullfrog_n01641577_n01641577_131.JPEG,data/images/bullfrog_n01641577_n01641577_131.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,237,Typical
bullfrog_n01641577_n01641577_132.JPEG,data/images/bullfrog_n01641577_n01641577_132.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,238,Typical
bullfrog_n01641577_n01641577_133.JPEG,data/images/bullfrog_n01641577_n01641577_133.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,239,Typical
bullfrog_n01641577_n01641577_134.JPEG,data/images/bullfrog_n01641577_n01641577_134.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,240,Typical
bullfrog_n01641577_n01641577_135.JPEG,data/images/bullfrog_n01641577_n01641577_135.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,241,Typical
bullfrog_n01641577_n01641577_136.JPEG,data/images/bullfrog_n01641577_n01641577_136.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,242,Typical
bullfrog_n01641577_n01641577_137.JPEG,data/images/bullfrog_n01641577_n01641577_137.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,243,Typical
bullfrog_n01641577_n01641577_138.JPEG,data/images/bullfrog_n01641577_n01641577_138.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,244,Typical
bullfrog_n01641577_n01641577_139.JPEG,data/images/bullfrog_n01641577_n01641577_139.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,245,Typical
bullfrog_n01641577_n01641577_14.JPEG,data/images/bullfrog_n01641577_n01641577_14.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,246,Typical
bullfrog_n01641577_n01641577_140.JPEG,data/images/bullfrog_n01641577_n01641577_140.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,247,Typical
bullfrog_n01641577_n01641577_141.JPEG,data/images/bullfrog_n01641577_n01641577_141.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,248,Typical
bullfrog_n01641577_n01641577_142.JPEG,data/images/bullfrog_n01641577_n01641577_142.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,249,Typical
bullfrog_n01641577_n01641577_143.JPEG,data/images/bullfrog_n01641577_n01641577_143.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,250,Typical
bullfrog_n01641577_n01641577_144.JPEG,data/images/bullfrog_n01641577_n01641577_144.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,251,Typical
bullfrog_n01641577_n01641577_145.JPEG,data/images/bullfrog_n01641577_n01641577_145.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,252,Typical
bullfrog_n01641577_n01641577_146.JPEG,data/images/bullfrog_n01641577_n01641577_146.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,253,Typical
bullfrog_n01641577_n01641577_147.JPEG,data/images/bullfrog_n01641577_n01641577_147.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,254,Typical
bullfrog_n01641577_n01641577_148.JPEG,data/images/bullfrog_n01641577_n01641577_148.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,255,Typical
bullfrog_n01641577_n01641577_149.JPEG,data/images/bullfrog_n01641577_n01641577_149.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,256,Typical
bullfrog_n01641577_n01641577_15.JPEG,data/images/bullfrog_n01641577_n01641577_15.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,257,Typical
bullfrog_n01641577_n01641577_150.JPEG,data/images/bullfrog_n01641577_n01641577_150.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,258,Typical
bullfrog_n01641577_n01641577_151.JPEG,data/images/bullfrog_n01641577_n01641577_151.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,259,Typical
bullfrog_n01641577_n01641577_152.JPEG,data/images/bullfrog_n01641577_n01641577_152.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,260,Typical
bullfrog_n01641577_n01641577_153.JPEG,data/images/bullfrog_n01641577_n01641577_153.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,261,Typical
bullfrog_n01641577_n01641577_154.JPEG,data/images/bullfrog_n01641577_n01641577_154.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,262,Typical
bullfrog_n01641577_n01641577_155.JPEG,data/images/bullfrog_n01641577_n01641577_155.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,263,Typical
bullfrog_n01641577_n01641577_156.JPEG,data/images/bullfrog_n01641577_n01641577_156.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,264,Typical
bullfrog_n01641577_n01641577_157.JPEG,data/images/bullfrog_n01641577_n01641577_157.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,265,Typical
bullfrog_n01641577_n01641577_158.JPEG,data/images/bullfrog_n01641577_n01641577_158.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,266,Typical
bullfrog_n01641577_n01641577_159.JPEG,data/images/bullfrog_n01641577_n01641577_159.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,267,Typical
bullfrog_n01641577_n01641577_16.JPEG,data/images/bullfrog_n01641577_n01641577_16.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,268,Typical
bullfrog_n01641577_n01641577_160.JPEG,data/images/bullfrog_n01641577_n01641577_160.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,269,Typical
bullfrog_n01641577_n01641577_161.JPEG,data/images/bullfrog_n01641577_n01641577_161.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,270,Typical
bullfrog_n01641577_n01641577_162.JPEG,data/images/bullfrog_n01641577_n01641577_162.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,271,Typical
bullfrog_n01641577_n01641577_163.JPEG,data/images/bullfrog_n01641577_n01641577_163.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,272,Typical
bullfrog_n01641577_n01641577_164.JPEG,data/images/bullfrog_n01641577_n01641577_164.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,273,Typical
bullfrog_n01641577_n01641577_165.JPEG,data/images/bullfrog_n01641577_n01641577_165.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,274,Typical
bullfrog_n01641577_n01641577_166.JPEG,data/images/bullfrog_n01641577_n01641577_166.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,275,Typical
bullfrog_n01641577_n01641577_167.JPEG,data/images/bullfrog_n01641577_n01641577_167.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,276,Typical
bullfrog_n01641577_n01641577_168.JPEG,data/images/bullfrog_n01641577_n01641577_168.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,277,Typical
bullfrog_n01641577_n01641577_169.JPEG,data/images/bullfrog_n01641577_n01641577_169.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,278,Typical
bullfrog_n01641577_n01641577_17.JPEG,data/images/bullfrog_n01641577_n01641577_17.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,279,Typical
bullfrog_n01641577_n01641577_170.JPEG,data/images/bullfrog_n01641577_n01641577_170.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,280,Typical
bullfrog_n01641577_n01641577_171.JPEG,data/images/bullfrog_n01641577_n01641577_171.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,281,Typical
bullfrog_n01641577_n01641577_172.JPEG,data/images/bullfrog_n01641577_n01641577_172.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,282,Typical
bullfrog_n01641577_n01641577_173.JPEG,data/images/bullfrog_n01641577_n01641577_173.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,283,Typical
bullfrog_n01641577_n01641577_174.JPEG,data/images/bullfrog_n01641577_n01641577_174.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,284,Typical
bullfrog_n01641577_n01641577_175.JPEG,data/images/bullfrog_n01641577_n01641577_175.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,285,Typical
bullfrog_n01641577_n01641577_176.JPEG,data/images/bullfrog_n01641577_n01641577_176.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,286,Typical
bullfrog_n01641577_n01641577_177.JPEG,data/images/bullfrog_n01641577_n01641577_177.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,287,Typical
bullfrog_n01641577_n01641577_178.JPEG,data/images/bullfrog_n01641577_n01641577_178.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,288,Typical
bullfrog_n01641577_n01641577_179.JPEG,data/images/bullfrog_n01641577_n01641577_179.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,289,Typical
bullfrog_n01641577_n01641577_18.JPEG,data/images/bullfrog_n01641577_n01641577_18.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,290,Typical
bullfrog_n01641577_n01641577_180.JPEG,data/images/bullfrog_n01641577_n01641577_180.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,291,Typical
bullfrog_n01641577_n01641577_181.JPEG,data/images/bullfrog_n01641577_n01641577_181.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,292,Typical
bullfrog_n01641577_n01641577_182.JPEG,data/images/bullfrog_n01641577_n01641577_182.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,293,Typical
bullfrog_n01641577_n01641577_183.JPEG,data/images/bullfrog_n01641577_n01641577_183.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,294,Typical
bullfrog_n01641577_n01641577_184.JPEG,data/images/bullfrog_n01641577_n01641577_184.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,295,Typical
bullfrog_n01641577_n01641577_185.JPEG,data/images/bullfrog_n01641577_n01641577_185.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,296,Typical
bullfrog_n01641577_n01641577_186.JPEG,data/images/bullfrog_n01641577_n01641577_186.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,297,Typical
bullfrog_n01641577_n01641577_187.JPEG,data/images/bullfrog_n01641577_n01641577_187.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,298,Typical
bullfrog_n01641577_n01641577_188.JPEG,data/images/bullfrog_n01641577_n01641577_188.JPEG,n01641577,Living,Animals,Amphibians,Bullfrog,bullfrog,299,Typical
lemon_n07749582_n07749582_0.JPEG,data/images/lemon_n07749582_n07749582_0.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,300,Typical
lemon_n07749582_n07749582_1.JPEG,data/images/lemon_n07749582_n07749582_1.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,301,Typical
lemon_n07749582_n07749582_10.JPEG,data/images/lemon_n07749582_n07749582_10.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,302,Typical
lemon_n07749582_n07749582_100.JPEG,data/images/lemon_n07749582_n07749582_100.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,303,Typical
lemon_n07749582_n07749582_101.JPEG,data/images/lemon_n07749582_n07749582_101.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,304,Typical
lemon_n07749582_n07749582_102.JPEG,data/images/lemon_n07749582_n07749582_102.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,305,Typical
lemon_n07749582_n07749582_103.JPEG,data/images/lemon_n07749582_n07749582_103.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,306,Typical
lemon_n07749582_n07749582_104.JPEG,data/images/lemon_n07749582_n07749582_104.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,307,Typical
lemon_n07749582_n07749582_105.JPEG,data/images/lemon_n07749582_n07749582_105.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,308,Typical
lemon_n07749582_n07749582_106.JPEG,data/images/lemon_n07749582_n07749582_106.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,309,Typical
lemon_n07749582_n07749582_107.JPEG,data/images/lemon_n07749582_n07749582_107.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,310,Typical
lemon_n07749582_n07749582_108.JPEG,data/images/lemon_n07749582_n07749582_108.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,311,Typical
lemon_n07749582_n07749582_109.JPEG,data/images/lemon_n07749582_n07749582_109.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,312,Typical
lemon_n07749582_n07749582_11.JPEG,data/images/lemon_n07749582_n07749582_11.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,313,Typical
lemon_n07749582_n07749582_110.JPEG,data/images/lemon_n07749582_n07749582_110.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,314,Typical
lemon_n07749582_n07749582_111.JPEG,data/images/lemon_n07749582_n07749582_111.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,315,Typical
lemon_n07749582_n07749582_112.JPEG,data/images/lemon_n07749582_n07749582_112.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,316,Typical
lemon_n07749582_n07749582_113.JPEG,data/images/lemon_n07749582_n07749582_113.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,317,Typical
lemon_n07749582_n07749582_114.JPEG,data/images/lemon_n07749582_n07749582_114.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,318,Typical
lemon_n07749582_n07749582_115.JPEG,data/images/lemon_n07749582_n07749582_115.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,319,Typical
lemon_n07749582_n07749582_116.JPEG,data/images/lemon_n07749582_n07749582_116.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,320,Typical
lemon_n07749582_n07749582_117.JPEG,data/images/lemon_n07749582_n07749582_117.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,321,Typical
lemon_n07749582_n07749582_118.JPEG,data/images/lemon_n07749582_n07749582_118.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,322,Typical
lemon_n07749582_n07749582_119.JPEG,data/images/lemon_n07749582_n07749582_119.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,323,Typical
lemon_n07749582_n07749582_12.JPEG,data/images/lemon_n07749582_n07749582_12.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,324,Typical
lemon_n07749582_n07749582_120.JPEG,data/images/lemon_n07749582_n07749582_120.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,325,Typical
lemon_n07749582_n07749582_121.JPEG,data/images/lemon_n07749582_n07749582_121.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,326,Typical
lemon_n07749582_n07749582_122.JPEG,data/images/lemon_n07749582_n07749582_122.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,327,Typical
lemon_n07749582_n07749582_123.JPEG,data/images/lemon_n07749582_n07749582_123.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,328,Typical
lemon_n07749582_n07749582_124.JPEG,data/images/lemon_n07749582_n07749582_124.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,329,Typical
lemon_n07749582_n07749582_125.JPEG,data/images/lemon_n07749582_n07749582_125.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,330,Typical
lemon_n07749582_n07749582_126.JPEG,data/images/lemon_n07749582_n07749582_126.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,331,Typical
lemon_n07749582_n07749582_127.JPEG,data/images/lemon_n07749582_n07749582_127.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,332,Typical
lemon_n07749582_n07749582_128.JPEG,data/images/lemon_n07749582_n07749582_128.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,333,Typical
lemon_n07749582_n07749582_129.JPEG,data/images/lemon_n07749582_n07749582_129.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,334,Typical
lemon_n07749582_n07749582_13.JPEG,data/images/lemon_n07749582_n07749582_13.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,335,Typical
lemon_n07749582_n07749582_130.JPEG,data/images/lemon_n07749582_n07749582_130.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,336,Typical
lemon_n07749582_n07749582_131.JPEG,data/images/lemon_n07749582_n07749582_131.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,337,Typical
lemon_n07749582_n07749582_132.JPEG,data/images/lemon_n07749582_n07749582_132.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,338,Typical
lemon_n07749582_n07749582_133.JPEG,data/images/lemon_n07749582_n07749582_133.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,339,Typical
lemon_n07749582_n07749582_134.JPEG,data/images/lemon_n07749582_n07749582_134.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,340,Typical
lemon_n07749582_n07749582_135.JPEG,data/images/lemon_n07749582_n07749582_135.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,341,Typical
lemon_n07749582_n07749582_136.JPEG,data/images/lemon_n07749582_n07749582_136.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,342,Typical
lemon_n07749582_n07749582_137.JPEG,data/images/lemon_n07749582_n07749582_137.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,343,Typical
lemon_n07749582_n07749582_138.JPEG,data/images/lemon_n07749582_n07749582_138.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,344,Typical
lemon_n07749582_n07749582_139.JPEG,data/images/lemon_n07749582_n07749582_139.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,345,Typical
lemon_n07749582_n07749582_14.JPEG,data/images/lemon_n07749582_n07749582_14.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,346,Typical
lemon_n07749582_n07749582_140.JPEG,data/images/lemon_n07749582_n07749582_140.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,347,Typical
lemon_n07749582_n07749582_141.JPEG,data/images/lemon_n07749582_n07749582_141.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,348,Typical
lemon_n07749582_n07749582_142.JPEG,data/images/lemon_n07749582_n07749582_142.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,349,Typical
lemon_n07749582_n07749582_143.JPEG,data/images/lemon_n07749582_n07749582_143.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,350,Typical
lemon_n07749582_n07749582_144.JPEG,data/images/lemon_n07749582_n07749582_144.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,351,Typical
lemon_n07749582_n07749582_145.JPEG,data/images/lemon_n07749582_n07749582_145.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,352,Typical
lemon_n07749582_n07749582_146.JPEG,data/images/lemon_n07749582_n07749582_146.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,353,Typical
lemon_n07749582_n07749582_147.JPEG,data/images/lemon_n07749582_n07749582_147.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,354,Typical
lemon_n07749582_n07749582_148.JPEG,data/images/lemon_n07749582_n07749582_148.JPEG,n07749582,Living,Plants,Fruits,Lemon,lemon,355,Typical
